epoch,acc,loss,val_acc,val_loss
0,0.534722222222,1.41172084702,0.51625,1.5092120409
1,0.546111111111,1.37910090023,0.52625,1.4385770607
2,0.548333333333,1.3539544042,0.5425,1.41053150177
3,0.560694444444,1.31908968184,0.52125,1.438685112
4,0.567916666667,1.30070680618,0.5425,1.40288349628
5,0.57375,1.2707666964,0.50875,1.44867599487
6,0.58,1.25435208427,0.51625,1.40425372601
